ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,CF_ID,Intro,CO_vig,CO,CO_time_1,CO_time_2,CO_time_3,CO_time_4,Q67,CO_comp,CO_attr,CO_trust,CA_vig,CA,CA_time_1,CA_time_2,CA_time_3,CA_time_4,Q48,CA_comp,CA_attr,CA_trust,SO_vig,SO,SO_time_1,SO_time_2,SO_time_3,SO_time_4,Q39,SO_comp,SO_attr,SO_trust,SA_vig,SA,SA_time_1,SA_time_2,SA_time_3,SA_time_4,Q43,SA_comp,SA_attr,SA_trust,NO_vig,NO,NO_time_1,NO_time_2,NO_time_3,NO_time_4,Q113,NO_comp,NO_attr,NO_trust,NA_vig,NA,NA_time_1,NA_time_2,NA_time_3,NA_time_4,Q123,NA_comp,NA_attr,NA_trust,Q61,interest,poltrust,disgust_1,disgust_2,disgust_3,disgust_4,disgust_5,disgust_6,disgust_7,attention,year,sex,LocationLatitude,LocationLongitude,LocationAccuracy
R_7UrT5RvnHBbY77D,Default Response Set,Anonymous,,,67.171.231.229,0,26/11/15 00:24,26/11/15 00:26,1,872703,A320QA9HJFUOZO,1,1,5,33.252,33.252,42.063,1,1,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,4,4,2,3,4,2,5,1,15,1,43.92919922,-123.0867004,-1
R_1XNs7tocoIe3X4V,Default Response Set,Anonymous,,,181.29.11.155,0,26/11/15 00:26,26/11/15 00:26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.603302,-58.38159943,-1
R_1SlIVXphOaQY497,Default Response Set,Anonymous,,,50.183.15.113,0,26/11/15 00:25,26/11/15 00:27,1,926559,A389UYJVCJ7APU,1,,,,,,,,,,,,,,,,,,,,,1,4,12.545,13.361,15.025,2,1,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,7,6,4,7,5,7,6,1,23,2,39.69509888,-105.0024033,-1
R_6KxL2U4ffbLaoDj,Default Response Set,Anonymous,,,73.193.132.193,0,26/11/15 00:24,26/11/15 00:27,1,508563,A1ODHC7GKYB5QA,1,,,,,,,,,,,1,5,25.638,30.462,32.572,7,1,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,6,1,2,4,2,6,4,1,24,2,39.94560242,-74.55580139,-1
R_2a6NM9EDjuixP49,Default Response Set,Anonymous,,,69.47.243.103,0,26/11/15 00:27,26/11/15 00:28,1,676739,A14WLAP6TCEKO0,1,,,,,,,,,,,,,,,,,,,,,1,6,2.381,6.348,17.24,3,1,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,1,4,6,6,1,5,2,17,1,41.6934967,-87.61450195,-1
R_9H510YovOKdpvDL,Default Response Set,Anonymous,,,68.13.52.99,0,26/11/15 00:27,26/11/15 00:28,1,714070,AUJINI09VX2RO,1,1,4,16.071,16.071,17.001,1,1,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,6,6,6,6,5,4,7,1,19,1,41.26159668,-96.18199921,-1
R_bDawo6oTrz2EO3z,Default Response Set,Anonymous,,,40.138.104.224,0,26/11/15 00:27,26/11/15 00:28,1,589559,A3FUW3458K3KO,1,1,5,0.773,6.35,7.409,3,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,14,1,37.17019653,-93.32969666,-1
R_2rHb0cN9BGqb629,Default Response Set,Anonymous,,,50.74.164.26,0,26/11/15 00:27,26/11/15 00:29,1,512832,A3KUGXG2Y6X7BD,1,,,,,,,,,,,1,4,23.471,23.471,24.992,1,1,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,7,2,5,5,3,5,3,1,25,2,40.75880432,-73.96800232,-1
R_eleXyOLGlvnzuWF,Default Response Set,Anonymous,,,65.102.41.179,0,26/11/15 00:25,26/11/15 00:29,1,940442,A1YGENVE7OI5JL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4.674,63.255,64.626,4,1,4,4,5,,,,,,,,,,,1,3,1,4,5,3,2,4,2,4,1,34,1,45.5144043,-122.6432953,-1
R_dbfY1zXFFRkynE9,Default Response Set,Anonymous,,,24.12.154.253,0,26/11/15 00:25,26/11/15 00:29,1,588513,A273DS7TQWR9M1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,54.691,54.691,56.571,1,1,4,1,4,1,5,4,6,6,7,7,6,4,7,1,14,1,42.16949463,-87.95880127,-1
R_0dIZ44NH45i7JNb,Default Response Set,Anonymous,,,174.44.49.32,0,26/11/15 00:26,26/11/15 00:29,1,264676,A1WOCD9SAYI07V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4.146,27.263,29.806,4,1,5,5,6,,,,,,,,,,,,,,,,,,,,,1,5,3,4,4,2,5,6,7,3,1,43,2,40.60090637,-73.93969727,-1
R_1HNgr1TXfsimYGp,Default Response Set,Anonymous,,,98.233.193.101,0,26/11/15 00:26,26/11/15 00:29,1,659099, AAIX34EBHHA8D,1,,,,,,,,,,,1,1,56.406,56.406,57.585,1,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,6,5,5,6,6,5,6,1,9,1,38.85899353,-76.9720993,-1
R_3WZDmLwiJ9zKIsd,Default Response Set,Anonymous,,,162.216.46.12,0,26/11/15 00:26,26/11/15 00:33,1,615601,A25D66AC4QUW2U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,151.823,151.823,153.22,1,1,5,4,4,1,6,5,6,6,5,5,6,4,6,1,44,2,33.03619385,-96.67120361,-1
R_8i6IblJTQvweaJD,Default Response Set,Anonymous,,,216.114.251.131,0,26/11/15 00:31,26/11/15 00:33,1,498921,A1ZRK6K5JUPJAV,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,61.31,65.702,76.778,2,1,5,4,4,,,,,,,,,,,1,2,3,6,5,4,5,5,4,6,1,27,1,44.13079834,-94,-1
R_3f84Cc8SFM4e3SR,Default Response Set,Anonymous,,,71.14.37.151,0,26/11/15 00:30,26/11/15 00:34,1,721443,A18VIO909RWY6D,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,74.823,75.279,76.374,2,1,5,5,4,,,,,,,,,,,,,,,,,,,,,1,5,4,4,2,3,3,2,1,5,1,11,1,32.89520264,-85.26560211,-1
R_4ZsPEdqIEu4tIFL,Default Response Set,Anonymous,,,24.15.212.36,0,26/11/15 00:32,26/11/15 00:34,1,918378,A3D3D3F8X3NQYH,1,1,5,42.895,42.895,45.142,1,1,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,3,4,7,5,6,2,1,14,1,41.93730164,-87.65509796,-1
R_3CrIXtbZNR6VFNH,Default Response Set,Anonymous,,,198.1.37.182,0,26/11/15 00:32,26/11/15 00:35,1,563793,A1OZPLHNIU1519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,28.673,28.673,30.533,1,1,6,5,6,,,,,,,,,,,,,,,,,,,,,1,7,3,6,5,4,5,6,6,5,1,38,1,47.66889954,-117.4369049,-1
R_9yK1d0SYUc195t3,Default Response Set,Anonymous,,,68.32.147.69,0,26/11/15 00:33,26/11/15 00:36,1,817956,A2SYRGFCT7Y8KR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,36.355,36.355,40.194,1,1,6,5,5,,,,,,,,,,,1,7,2,5,5,4,4,5,4,6,1,18,1,42.68029785,-84.56310272,-1
R_55fXQshnrxvnD5X,Default Response Set,Anonymous,,,199.168.239.219,0,26/11/15 00:37,26/11/15 00:39,1,240013,A1GRN111GB7MPR,1,,,,,,,,,,,,,,,,,,,,,1,6,25.531,25.531,26.699,1,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,5,4,3,3,5,7,1,40,1,41.86320496,-87.61979675,-1
R_0DOfhbSdpT4KPVr,Default Response Set,Anonymous,,,50.150.62.48,0,26/11/15 00:42,26/11/15 00:42,1,530129,A3HAPMZV7CYDY8,1,,,,,,,,,,,1,5,3.594,5.336,5.672,3,1,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,5,3,4,3,2,3,1,8,1,34.25770569,-84.49210358,-1
R_d4imaVdc7DSfVvT,Default Response Set,Anonymous,,,96.32.29.44,0,26/11/15 00:43,26/11/15 00:45,1,726796,AUK4KGOJP9F0H,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,19.598,20.077,21.624,2,1,4,4,4,,,,,,,,,,,,,,,,,,,,,1,4,4,6,6,5,5,7,6,7,1,12,2,41.9691925,-72.01470184,-1
R_eeNQ4coTrg3cO6p,Default Response Set,Anonymous,,,98.219.46.141,0,26/11/15 00:43,26/11/15 00:46,1,486423,AYZ85PU887QY1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,46.997,46.997,48.06,1,1,4,4,4,1,1,1,7,4,5,6,7,7,4,1,24,2,34.49429321,-84.91120148,-1
R_1SbJhsvDhZQbGId,Default Response Set,Anonymous,,,24.5.124.139,0,26/11/15 00:46,26/11/15 00:46,1,270243,AQVQHML14YYJH,1,1,5,1.331,9.429,10.277,18,1,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,5,4,5,4,4,4,3,4,7,1,37.34860229,-121.951004,-1
R_3f2dqN3xRzU1F7T,Default Response Set,Anonymous,,,75.143.104.28,0,26/11/15 00:44,26/11/15 00:47,1,556126,AKQP8M2GR7VCL,1,,,,,,,,,,,1,1,65.72,65.72,66.814,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,2,7,5,5,6,2,7,1,24,1,33.31430054,-86.6710968,-1
R_8nOvkP6AVXgzhhX,Default Response Set,Anonymous,,,174.100.73.83,0,26/11/15 00:46,26/11/15 00:47,1,615692,AVIOR20K5ZXQD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,16.911,16.911,31.739,1,1,6,5,6,,,,,,,,,,,1,2,1,4,1,3,2,3,4,5,1,10,2,41.36489868,-82.11499786,-1
R_0HrI4RY0R26oOwZ,Default Response Set,Anonymous,,,76.107.196.14,0,26/11/15 00:46,26/11/15 00:48,1,851982,A1T29BTOVBSEA6,1,,,,,,,,,,,,,,,,,,,,,1,5,60.109,60.109,63.06,1,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,3,2,4,4,3,3,1,18,1,35.28599548,-89.70809937,-1
R_1ZgkVsBdYm1tG7z,Default Response Set,Anonymous,,,76.30.233.74,0,26/11/15 00:46,26/11/15 00:48,1,919972,A18NF8979Y607I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.299,48.694,50.596,3,1,4,3,4,1,3,2,6,5,6,6,6,6,7,1,9,1,29.88130188,-95.45410156,-1
R_083TgxViD2kOq7r,Default Response Set,Anonymous,,,75.142.138.127,0,26/11/15 00:46,26/11/15 00:48,1,275593,A3E8SXH0BAYG85,1,,,,,,,,,,,1,4,32.835,32.835,34.308,1,1,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,6,7,4,5,7,5,5,1,31,1,42.18510437,-121.6141052,-1
R_79Al0pBrfmr7Sn3,Default Response Set,Anonymous,,,75.76.174.26,0,26/11/15 00:46,26/11/15 00:48,1,729952,A3VTVTDQACTVOP,1,,,,,,,,,,,,,,,,,,,,,1,6,31.347,38.93,39.877,2,1,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,7,5,5,7,6,6,7,1,19,1,33.34570313,-81.97219849,-1
R_25kBtt885qvrZKR,Default Response Set,Anonymous,,,108.19.158.183,0,26/11/15 00:46,26/11/15 00:49,1,961006,A1BXEU20OCUGVZ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5.361,70.504,81.218,4,1,5,4,5,,,,,,,,,,,1,6,4,5,5,4,4,5,6,4,1,12,2,33.02940369,-97.0687027,-1
R_0VuL4tlwvnrbDU1,Default Response Set,Anonymous,,,69.1.99.3,0,26/11/15 00:47,26/11/15 00:50,1,108514,AJVKNTH2VK1WF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,42.85,42.85,44.078,1,1,2,1,3,1,5,2,7,7,7,5,7,7,7,1,11,1,44.62510681,-123.1309052,-1
R_bg9S0pC4UxmW7Zj,Default Response Set,Anonymous,,,172.90.117.200,0,26/11/15 00:47,26/11/15 00:50,1,130991,A3B58QWMTBXVE0,1,,,,,,,,,,,,,,,,,,,,,1,6,55.166,55.166,56.745,1,1,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,7,7,2,5,3,3,5,1,18,2,33.813797,-117.7985992,-1
R_enegZYUpDi2U1Bb,Default Response Set,Anonymous,,,173.187.142.33,0,26/11/15 00:48,26/11/15 00:50,1,550491,A3J01A18AJBGKX,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,47.605,47.605,50.786,1,1,5,4,3,,,,,,,,,,,1,5,5,5,7,5,6,6,6,4,2,44,1,34.03559875,-94.33390045,-1
R_77ono2ZIiGcv3Ct,Default Response Set,Anonymous,,,50.165.49.160,0,26/11/15 00:49,26/11/15 00:50,1,321088,A1MZC8D6JFJQMB,1,,,,,,,,,,,1,6,14.465,15.609,16.379,3,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,6,5,5,6,4,3,6,1,11,1,41.584198,-87.49559784,-1
R_3ymTrrClZwtOoFn,Default Response Set,Anonymous,,,67.223.13.12,0,26/11/15 00:47,26/11/15 00:50,1,506778,A1L6PGLE7CIS12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.247,89.935,91.173,7,1,6,5,5,1,2,3,7,5,5,7,7,7,7,1,23,2,36.54060364,-82.17569733,-1
R_88hbtSdaKAUGH2d,Default Response Set,Anonymous,,,98.246.65.54,0,26/11/15 00:47,26/11/15 00:50,1,195312,AWF8F3RD3NA9D,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,37.722,37.722,49.77,1,1,6,4,6,,,,,,,,,,,,,,,,,,,,,1,4,5,4,7,5,2,4,5,3,1,38,2,45.67410278,-122.4714966,-1
R_9ogGa6qRk4kcQfj,Default Response Set,Anonymous,,,71.224.135.179,0,26/11/15 00:46,26/11/15 00:51,1,963286,A2OX5V0Q0I73KA,1,1,5,45.679,45.679,73.357,1,1,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,5,6,4,3,6,3,5,1,42,1,39.9683075,-75.8266983,-1
R_9Sl7ccpzwTO8pXT,Default Response Set,Anonymous,,,76.176.145.151,0,26/11/15 00:50,26/11/15 00:52,1,332065,A1H6AZSS5DQ0KD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,33.57,33.57,35.066,1,1,5,5,4,,,,,,,,,,,1,3,3,6,4,4,5,5,5,7,1,9,1,32.80729675,-117.1324005,-1
R_2mGCrdeItoRmzRz,Default Response Set,Anonymous,,,148.74.20.127,0,26/11/15 00:49,26/11/15 00:52,1,580777,A154X03NKVZZL1,1,1,5,60.658,60.658,62.068,1,1,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,5,7,3,5,4,2,6,1,16,1,41.0572052,-73.77870178,-1
R_dgJFBoQ3gbJMBdX,Default Response Set,Anonymous,,,108.185.83.250,0,26/11/15 00:47,26/11/15 00:52,1,256644,A2MUCL20GTQJA0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5.162,161.272,162.64,5,1,6,5,6,,,,,,,,,,,,,,,,,,,,,1,5,5,4,3,2,3,4,2,5,1,15,1,33.9230957,-118.1396027,-1
R_b3IFvN0Cov2Yr2t,Default Response Set,Anonymous,,,71.75.34.150,0,26/11/15 00:52,26/11/15 00:53,1,686241,A3EJ44J2ZNRMDA,1,,,,,,,,,,,,,,,,,,,,,1,7,17.959,18.763,19.991,2,1,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,2,4,5,6,3,5,1,31,1,35.46470642,-81.57620239,-1
R_0P8yT021Yy4HUP3,Default Response Set,Anonymous,,,75.64.199.3,0,26/11/15 00:52,26/11/15 00:54,1,622443,ABOEYY9Y0PFRI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,20.379,20.379,21.712,1,1,5,2,4,,,,,,,,,,,,,,,,,,,,,1,4,5,6,5,5,3,5,4,4,1,27,2,32.48019409,-88.63289642,-1
R_3P0ZM7BJY84POyV,Default Response Set,Anonymous,,,162.231.122.174,0,26/11/15 00:46,26/11/15 00:54,1,154571,A22G3IFRURGMBT,1,,,,,,,,,,,1,5,82.454,82.454,87.303,1,1,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,6,3,2,5,3,4,3,1,21,1,33.37579346,-84.46569824,-1
R_bIUEmCa4pwh28x7,Default Response Set,Anonymous,,,32.208.132.205,0,26/11/15 00:55,26/11/15 00:57,1,118447,A3TK7HVFEKB00R,1,1,5,14.791,14.791,16.228,1,1,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,3,2,2,2,3,4,5,1,14,1,41.68159485,-72.94049835,-1
R_bflHXIuas9uG3J3,Default Response Set,Anonymous,,,108.185.83.250,0,26/11/15 00:56,26/11/15 00:59,1,863621,A24Z8V5IV2VJ8F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,64.38,64.38,66.199,1,1,4,4,4,1,1,1,5,6,2,4,4,4,7,7,20,2,33.9230957,-118.1396027,-1
R_4UBFvR6E3t9y0It,Default Response Set,Anonymous,,,70.192.145.225,0,26/11/15 01:01,26/11/15 01:04,1,818561,A1PLKT0OSX7AHC,1,1,5,58.079,58.079,60.353,1,1,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,7,2,4,5,6,6,3,1,48,2,40.22619629,-75.29309845,-1
R_6tGdJ7YGpqtr3Xn,Default Response Set,Anonymous,,,108.206.122.223,0,26/11/15 01:01,26/11/15 01:04,1,549916,AW9CG4PHE8X7D,1,,,,,,,,,,,1,7,30.495,30.495,31.461,1,1,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,7,2,7,7,7,7,4,1,42,2,33.17689514,-96.69850159,-1
R_b3goYsTRv75c08B,Default Response Set,Anonymous,,,173.19.168.182,0,26/11/15 01:04,26/11/15 01:06,1,499533,A391RJ8646SYY1,1,,,,,,,,,,,,,,,,,,,,,1,6,4.134,34.738,39.18,4,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,5,5,2,6,6,4,5,1,49,1,41.48699951,-90.47730255,-1
R_a5bbFKollKM2cdv,Default Response Set,Anonymous,,,73.234.12.101,0,26/11/15 01:05,26/11/15 01:06,1,166230,A2R9VWNAOREXQ7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,19.412,26.872,28.168,4,1,5,5,6,,,,,,,,,,,,,,,,,,,,,1,4,2,3,5,4,4,3,4,7,1,14,2,42.33659363,-71.07260132,-1
R_0cD7b2hkD2nwSDH,Default Response Set,Anonymous,,,172.2.142.120,0,26/11/15 01:05,26/11/15 01:06,1,856306,A667L63P4M8NO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,23.638,23.638,27.737,1,1,5,5,5,,,,,,,,,,,1,6,4,6,3,3,2,3,4,5,1,20,2,32.77729797,-117.1007996,-1
R_9Rimi2O6XzvjF8p,Default Response Set,Anonymous,,,76.17.14.151,0,26/11/15 01:06,26/11/15 01:07,1,359453,A28L1K6D8QUCML,1,1,5,16.423,16.423,17.519,1,1,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,7,7,6,4,7,3,7,1,25,2,33.86019897,-84.76540375,-1
R_bO92tEi5IBAMfmR,Default Response Set,Anonymous,,,173.171.16.63,0,26/11/15 01:05,26/11/15 01:07,1,621848,A3OYUJ6E6BJS4H,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,37.022,37.022,39.709,1,1,3,2,3,,,,,,,,,,,,,,,,,,,,,1,6,2,6,7,5,4,4,5,7,1,34,1,28.37750244,-82.50050354,-1
R_3n18ozrF2mZPGlL,Default Response Set,Anonymous,,,184.99.184.32,0,26/11/15 01:06,26/11/15 01:07,1,449798,A3JHXEH79DJ83L,1,,,,,,,,,,,1,1,1.617,29.547,31.781,4,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,3,6,3,5,4,3,2,1,40,2,32.24479675,-110.9232025,-1
R_43jJxaK9OWXwcw5,Default Response Set,Anonymous,,,192.145.247.19,0,26/11/15 01:08,26/11/15 01:10,1,344408,A2MBB133SZN59T,1,,,,,,,,,,,,,,,,,,,,,1,6,31.966,31.966,32.579,1,1,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,5,6,6,5,4,7,6,1,13,2,44.97999573,-93.26380157,-1
R_4T5jV6ZbYAUm5et,Default Response Set,Anonymous,,,65.130.74.9,0,26/11/15 01:15,26/11/15 01:18,1,495898,A3MEKGGEOLPAOQ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,52.985,52.985,65.303,1,1,4,4,4,1,5,2,7,7,5,5,6,5,7,1,21,1,40.65759277,-111.8840027,-1
