ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,Code,AttrChair,AttrChair2,UglyChair,UglyChair2,Losers,Losers2,year,sex,LocationLatitude,LocationLongitude,LocationAccuracy
R_5aQf8lOOwxmildX,Default Response Set,Anonymous,,,172.2.108.119,0,11/16/2015 1:12,11/16/2015 1:13,1,721622,A11KP7FK5KS9H1,2,,,,,,13,2,26.30169678,-98.16329956,-1
R_9GN9gVpNtrfyx2B,Default Response Set,Anonymous,,,205.144.215.141,0,11/16/2015 1:13,11/16/2015 1:15,1,712581,A3GKXKMOZB0YMN,,,,2,,,25,1,34.79820251,-84.90820313,-1
R_1SWzyLGTi0DDKXH,Default Response Set,Anonymous,,,71.226.81.47,0,11/16/2015 1:14,11/16/2015 1:16,1,827185,A8RBSFRZQ6O9,,,,,,2,45,2,29.10139465,-82.35289764,-1
R_dipy9e4ZGPli93D,Default Response Set,Anonymous,,,174.59.165.195,0,11/16/2015 1:16,11/16/2015 1:17,1,198335,A1B4227M08K866,,2,,,,,19,2,41.2808075,-75.89620209,-1
R_cvDMZwT7ZfhoGPP,Default Response Set,Anonymous,,,174.106.208.255,0,11/16/2015 1:17,11/16/2015 1:18,1,161630,A369K7I5SXBPNC,,,,2,,,48,2,34.90080261,-76.82620239,-1
R_eEVqP8tXwMwPHwh,Default Response Set,Anonymous,,,66.167.130.55,0,11/16/2015 1:25,11/16/2015 1:26,1,442539,A23932BPI1NFXV,,,2,,,,26,2,33.50909424,-112.0264969,-1
R_eVxSovsMPO5pmct,Default Response Set,Anonymous,,,173.26.81.35,0,11/16/2015 1:27,11/16/2015 1:28,1,908008,A1JXSNKXAXT9OU,,,,2,,,20,2,43.07460022,-92.66259766,-1
R_5c03XauN6sem8rb,Default Response Set,Anonymous,,,67.142.180.26,0,11/16/2015 1:26,11/16/2015 1:29,1,669693,A32W24TWSWXW,,2,,,,,32,2,38,-97,-1
R_6PxTeCwaSucBuaF,Default Response Set,Anonymous,,,24.16.109.239,0,11/16/2015 1:28,11/16/2015 1:29,1,584089,AU6EN0UU4170H,,,,,,2,38,2,47.36239624,-122.1981964,-1
R_bCTB36Ns7jblKhD,Default Response Set,Anonymous,,,104.33.18.100,0,11/16/2015 1:35,11/16/2015 1:36,1,244392,A1D3NQH846VYSD,,,2,,,,5,1,33.82629395,-117.9105988,-1
R_ddliBJbssPIekxD,Default Response Set,Anonymous,,,50.153.163.49,0,11/16/2015 1:37,11/16/2015 1:37,1,477719,A3VO76DH1LSQLI,,,2,,,,14,1,33.81100464,-84.28690338,-1
R_734j8ADTs9d31WZ,Default Response Set,Anonymous,,,173.171.136.33,0,11/16/2015 1:16,11/16/2015 1:41,1,678011,A2ZOFUJSX6RO46,,2,,,,,12,2,27.94439697,-82.41899872,-1
R_6SgjChJjUKe6KSF,Default Response Set,Anonymous,,,173.174.111.130,0,11/16/2015 1:40,11/16/2015 1:42,1,974033,A1FG4M4370KNFI,,,,2,,,21,1,30.43080139,-97.72129822,-1
R_aWZmVmLOZxydZHL,Default Response Set,Anonymous,,,67.61.232.229,0,11/16/2015 1:46,11/16/2015 1:47,1,819640,A1V0L5FYLMAHTG,2,,,,,,45,2,33.56820679,-104.4225006,-1
R_cvHJN6NFPLnMFmt,Default Response Set,Anonymous,,,173.171.179.163,0,11/16/2015 1:47,11/16/2015 1:48,1,417583,A2U7BMG19Q83GE,,,2,,,,24,1,27.93919373,-82.47229767,-1
R_0iCbjvMA1bY9r6J,Default Response Set,Anonymous,,,173.219.43.42,0,11/16/2015 1:54,11/16/2015 1:55,1,447995,A1APYLD4DUK33J,,2,,,,,14,1,36.66960144,-93.2614975,-1
R_8ivgpHIYVyiSWW1,Default Response Set,Anonymous,,,108.47.230.72,0,11/16/2015 1:58,11/16/2015 1:59,1,517678,A1VDFZC0MROKW1,2,,,,,,11,2,33.75840759,-118.3162994,-1
R_b9jiA0sWoud5TDL,Default Response Set,Anonymous,,,98.239.246.106,0,11/16/2015 1:58,11/16/2015 2:00,1,740619,A2VPQFGDUQX8HX,,,,,,2,41,1,40.32240295,-80.03549957,-1
R_1ZFsTeyDBTi4Yn3,Default Response Set,Anonymous,,,71.60.203.68,0,11/16/2015 2:12,11/16/2015 2:13,1,556499,A87D3K9YVKTQ7,,,,,1,,19,2,40.09680176,-80.91739655,-1
R_eLI9YpE1pFMsPVb,Default Response Set,Anonymous,,,173.48.62.10,0,11/16/2015 2:04,11/16/2015 2:16,1,873901,ATCP0SLRG77W9,,2,,,,,30,2,42.36990356,-71.23529816,-1
R_aV676nDj5s3BtUp,Default Response Set,Anonymous,,,98.251.96.30,0,11/16/2015 2:17,11/16/2015 2:18,1,650232,A28ZPY6D5AS7GZ,,,2,,,,29,1,33.86300659,-84.00759888,-1
R_1ztKcRdZH2XOyYR,Default Response Set,Anonymous,,,68.227.60.230,0,11/16/2015 2:17,11/16/2015 2:19,1,930607,A2XQY3UP32VEZQ,,,2,,,,19,2,36.06010437,-115.2757034,-1
R_eKxYhVzRI5zLvhP,Default Response Set,Anonymous,,,73.128.143.216,0,11/16/2015 2:19,11/16/2015 2:20,1,673112,A20SXG1DHDIDI7,,,,2,,,28,2,39.0249939,-75.46109772,-1
R_0jo1FuU1xCnOGR7,Default Response Set,Anonymous,,,128.177.161.178,0,11/16/2015 2:27,11/16/2015 2:29,1,842295,A2OTQJZW0I3M2Q,,,,2,,,29,2,38,-97,-1
R_5C2eLgPYR16aQux,Default Response Set,Anonymous,,,71.162.191.117,0,11/16/2015 2:29,11/16/2015 2:30,1,352439,A1VA05SZ3JLGDX,,,2,,,,27,1,39.96090698,-75.23100281,-1
R_3qRvZd9rPjtpncV,Default Response Set,Anonymous,,,73.174.109.99,0,11/16/2015 2:36,11/16/2015 2:37,1,212661,A8Q6K8PNXNY41,,,2,,,,9,2,40.57279968,-79.72480011,-1
R_6x7xgYJTnokjMnH,Default Response Set,Anonymous,,,98.249.76.227,0,11/16/2015 2:40,11/16/2015 2:42,1,606740,A1TOR2L7RRFMCQ,,,,,,1,23,1,35.09950256,-106.5177994,-1
R_0jFYgyoN31bWKQl,Default Response Set,Anonymous,,,98.206.23.156,0,11/16/2015 2:46,11/16/2015 2:48,1,496804,A37UK7DHGS6B9E,,,,2,,,26,2,42.16949463,-87.95880127,-1
R_1R0DjSeTUQPITIh,Default Response Set,Anonymous,,,96.19.239.191,0,11/16/2015 2:48,11/16/2015 2:49,1,894232,A1N1F009NU2GF7,,,,,1,,19,2,33.74040222,-89.83239746,-1
R_1FByVsSuHA3nWw5,Default Response Set,Anonymous,,,69.127.180.26,0,11/16/2015 2:52,11/16/2015 2:53,1,823417,A2LAKROAU2MVEN,2,,,,,,15,2,41.01879883,-73.77590179,-1
R_41OpoDHV2HGLOwl,Default Response Set,Anonymous,,,162.251.59.212,0,11/16/2015 2:54,11/16/2015 2:56,1,889678,A24VK5018TWC9D ,2,,,,,,18,1,36.36160278,-85.6339035,-1
R_6kQRRlBr1J9UxVz,Default Response Set,Anonymous,,,73.39.4.144,0,11/16/2015 2:58,11/16/2015 2:59,1,409615,A37LY5UTJV2KYZ,,,,,1,,10,1,38.95440674,-76.86959839,-1
R_byeOcxTKld7aIgl,Default Response Set,Anonymous,,,50.1.119.98,0,11/16/2015 3:08,11/16/2015 3:10,1,563883,A23JA6ICO4BPQ5,,,2,,,,16,1,37.83450317,-122.2647018,-1
R_8DtegCl8UcbVjff,Default Response Set,Anonymous,,,70.211.141.222,0,11/16/2015 3:09,11/16/2015 3:10,1,796904,A3M6TIBELIT0GK,,,,,2,,24,1,34.0092926,-118.2584,-1
R_0AqFjKQA9Va7Y3P,Default Response Set,Anonymous,,,108.4.72.25,0,11/16/2015 3:09,11/16/2015 3:11,1,196216,A95ONYVCP2U5A,,,,,,2,36,1,37.44259644,-77.67199707,-1
